location,latitude,longitude,pm2_5,pm10,no2,co,so2,o3,timestamp,temperature,humidity,wind_speed,wind_direction,hour,day
Bangalore,12.9716,77.5946,36,33,19,396,22,38,2026-04-01 13:18:08.512148,25,52,1.955884243836176,3,13,1
Visakhapatnam,17.6868,83.2185,69,36,14,160,20,18,2026-04-01 14:18:08.505086,31,62,2.194089978467454,288,14,1
Mumbai,19.076,72.8777,62,97,26,345,5,71,2026-04-01 14:18:08.506040,38,67,7.527453730285763,328,14,1
Delhi,28.7041,77.1025,117,100,43,205,7,41,2026-04-01 14:18:08.507370,24,43,4.836318555082751,109,14,1
Jammu and Kashmir,34.0837,74.7973,58,51,7,194,16,74,2026-04-01 14:18:08.508391,37,41,3.801712840984176,210,14,1
Hyderabad,17.385,78.4867,67,144,19,357,18,32,2026-04-01 14:18:08.510480,25,53,9.99089052448694,330,14,1
Bangalore,12.9716,77.5946,51,34,46,263,19,48,2026-04-01 14:18:08.512141,20,43,9.23264041654026,81,14,1
Visakhapatnam,17.6868,83.2185,114,126,13,361,7,41,2026-04-01 15:18:08.505082,36,86,4.254415904710527,339,15,1
Mumbai,19.076,72.8777,50,121,31,155,3,31,2026-04-01 15:18:08.506034,20,56,7.932662452861609,130,15,1
Delhi,28.7041,77.1025,111,103,42,231,28,35,2026-04-01 15:18:08.507363,32,54,5.517045844815988,329,15,1
Jammu and Kashmir,34.0837,74.7973,90,55,46,123,29,10,2026-04-01 15:18:08.508385,29,47,8.004057988253718,9,15,1
Hyderabad,17.385,78.4867,76,53,42,355,30,78,2026-04-01 15:18:08.510465,27,86,3.332409098396444,170,15,1
Bangalore,12.9716,77.5946,79,144,24,226,13,15,2026-04-01 15:18:08.512135,25,44,1.6522740191435394,311,15,1
Visakhapatnam,17.6868,83.2185,91,40,16,126,3,78,2026-04-01 16:18:08.505078,37,43,7.061496870352646,318,16,1
Mumbai,19.076,72.8777,117,144,34,314,14,26,2026-04-01 16:18:08.506031,37,77,9.793496249557702,114,16,1
Delhi,28.7041,77.1025,105,75,35,152,6,72,2026-04-01 16:18:08.507357,22,63,8.258888723646148,110,16,1
Jammu and Kashmir,34.0837,74.7973,46,134,13,342,16,72,2026-04-01 16:18:08.508380,37,53,2.522880803360525,190,16,1
Hyderabad,17.385,78.4867,113,126,26,100,13,68,2026-04-01 16:18:08.510422,39,53,3.550554129953765,210,16,1
Bangalore,12.9716,77.5946,38,92,14,227,30,57,2026-04-01 16:18:08.512127,25,76,3.970850185016019,73,16,1
Visakhapatnam,17.6868,83.2185,23,99,37,190,20,17,2026-04-01 17:18:08.505075,37,72,3.8280403276030697,101,17,1
Mumbai,19.076,72.8777,99,74,13,350,12,48,2026-04-01 17:18:08.506028,37,54,4.624729931595564,36,17,1
Delhi,28.7041,77.1025,87,67,25,371,29,24,2026-04-01 17:18:08.507352,30,41,9.061368991251609,60,17,1
Jammu and Kashmir,34.0837,74.7973,46,126,30,326,15,38,2026-04-01 17:18:08.508374,39,83,5.201860578538241,103,17,1
Hyderabad,17.385,78.4867,108,50,30,330,25,23,2026-04-01 17:18:08.510415,29,45,6.519709497481136,46,17,1
Bangalore,12.9716,77.5946,81,137,36,370,2,58,2026-04-01 17:18:08.512120,21,62,1.221945036102527,319,17,1
Visakhapatnam,17.6868,83.2185,85,124,25,371,16,55,2026-04-01 18:18:08.505071,36,49,5.981519445073889,227,18,1
Mumbai,19.076,72.8777,57,89,48,382,28,50,2026-04-01 18:18:08.506024,24,42,6.640810106647717,248,18,1
Delhi,28.7041,77.1025,37,95,20,118,17,42,2026-04-01 18:18:08.507345,34,48,8.239694213075031,300,18,1
Jammu and Kashmir,34.0837,74.7973,79,54,29,311,20,15,2026-04-01 18:18:08.508371,32,80,4.363962341590797,311,18,1
Hyderabad,17.385,78.4867,99,130,9,304,12,38,2026-04-01 18:18:08.510408,33,53,9.837158773719974,7,18,1
Bangalore,12.9716,77.5946,91,91,12,192,18,62,2026-04-01 18:18:08.512111,38,68,1.511849207659105,313,18,1
Visakhapatnam,17.6868,83.2185,82,121,45,375,8,28,2026-04-01 19:18:08.505067,39,60,1.105376934223543,321,19,1
Mumbai,19.076,72.8777,77,103,37,284,11,18,2026-04-01 19:18:08.506021,21,50,5.516361400724075,359,19,1
Delhi,28.7041,77.1025,33,82,21,298,3,23,2026-04-01 19:18:08.507341,24,87,8.469680268447256,11,19,1
Jammu and Kashmir,34.0837,74.7973,83,73,7,195,11,20,2026-04-01 19:18:08.508367,36,64,3.0137729622173626,124,19,1
Hyderabad,17.385,78.4867,33,79,41,167,27,68,2026-04-01 19:18:08.510401,27,54,5.855448556481019,118,19,1
Bangalore,12.9716,77.5946,102,82,34,130,24,22,2026-04-01 19:18:08.512103,24,59,9.980015830810588,72,19,1
Visakhapatnam,17.6868,83.2185,78,95,23,289,12,41,2026-04-01 20:18:08.505064,40,64,6.106552446254019,239,20,1
Mumbai,19.076,72.8777,24,91,24,227,19,65,2026-04-01 20:18:08.506017,28,86,4.390556761707541,73,20,1
Delhi,28.7041,77.1025,107,71,10,111,5,77,2026-04-01 20:18:08.507338,28,82,2.6243517934950984,262,20,1
Jammu and Kashmir,34.0837,74.7973,112,70,6,129,12,23,2026-04-01 20:18:08.508364,34,46,6.157516350204998,122,20,1
Hyderabad,17.385,78.4867,112,82,45,193,9,78,2026-04-01 20:18:08.510394,33,52,5.757799163419877,343,20,1
Bangalore,12.9716,77.5946,32,35,6,191,28,10,2026-04-01 20:18:08.512096,39,72,4.211141182561594,126,20,1
Visakhapatnam,17.6868,83.2185,42,145,26,376,4,74,2026-04-01 21:18:08.505060,22,71,1.5661232602487567,320,21,1
Mumbai,19.076,72.8777,20,125,17,141,23,58,2026-04-01 21:18:08.506014,36,84,2.265663154817922,288,21,1
Delhi,28.7041,77.1025,23,63,9,164,27,43,2026-04-01 21:18:08.507334,35,46,3.07793379785665,181,21,1
Jammu and Kashmir,34.0837,74.7973,106,56,37,102,15,80,2026-04-01 21:18:08.508360,27,77,9.709169179153418,40,21,1
Hyderabad,17.385,78.4867,59,52,43,260,7,58,2026-04-01 21:18:08.510387,30,58,5.161717953035097,106,21,1
Bangalore,12.9716,77.5946,108,54,19,253,14,19,2026-04-01 21:18:08.512089,38,64,9.155860562149636,214,21,1
Visakhapatnam,17.6868,83.2185,77,64,39,222,29,50,2026-04-01 22:18:08.505057,29,50,6.000568547810277,65,22,1
Mumbai,19.076,72.8777,44,99,24,356,14,42,2026-04-01 22:18:08.506011,39,64,5.909534733203544,328,22,1
Delhi,28.7041,77.1025,89,59,28,300,19,47,2026-04-01 22:18:08.507330,35,90,2.192852093665264,130,22,1
Jammu and Kashmir,34.0837,74.7973,103,39,8,310,9,79,2026-04-01 22:18:08.508357,21,44,2.0451849716772594,79,22,1
Hyderabad,17.385,78.4867,108,146,7,347,21,66,2026-04-01 22:18:08.510380,24,86,5.0330039105691045,249,22,1
Bangalore,12.9716,77.5946,114,85,33,281,12,15,2026-04-01 22:18:08.512077,20,72,5.6067489185757005,99,22,1
Visakhapatnam,17.6868,83.2185,99,119,19,372,4,73,2026-04-01 23:18:08.505052,21,73,9.133550935023749,5,23,1
Mumbai,19.076,72.8777,64,95,18,179,28,55,2026-04-01 23:18:08.506007,23,80,2.30548993529475,337,23,1
Delhi,28.7041,77.1025,101,75,29,123,19,57,2026-04-01 23:18:08.507327,31,90,7.550296955594058,72,23,1
Jammu and Kashmir,34.0837,74.7973,75,123,12,323,18,29,2026-04-01 23:18:08.508353,32,87,9.76001644682462,204,23,1
Hyderabad,17.385,78.4867,70,44,28,303,28,49,2026-04-01 23:18:08.510373,25,61,8.636495101602744,192,23,1
Bangalore,12.9716,77.5946,109,116,30,122,19,67,2026-04-01 23:18:08.512069,33,84,1.358357951473581,40,23,1
Visakhapatnam,17.6868,83.2185,58,79,26,281,24,33,2026-04-02 00:18:08.505046,33,89,2.8019337887368616,260,0,2
Mumbai,19.076,72.8777,94,54,44,109,11,60,2026-04-02 00:18:08.506004,36,88,2.9097511292454934,233,0,2
Delhi,28.7041,77.1025,57,149,50,307,27,31,2026-04-02 00:18:08.507324,26,89,3.318821003253899,113,0,2
Jammu and Kashmir,34.0837,74.7973,120,43,24,354,21,16,2026-04-02 00:18:08.508348,38,64,2.6686674976812963,285,0,2
Hyderabad,17.385,78.4867,100,92,11,329,2,71,2026-04-02 00:18:08.510365,38,74,6.917877373468128,191,0,2
Bangalore,12.9716,77.5946,56,32,38,342,11,26,2026-04-02 00:18:08.512063,39,59,4.928242789073252,172,0,2
Visakhapatnam,17.6868,83.2185,97,66,6,268,23,27,2026-04-02 01:18:08.505040,29,57,5.512945072331531,156,1,2
Mumbai,19.076,72.8777,93,142,14,305,3,57,2026-04-02 01:18:08.506001,40,68,1.8408979882352965,140,1,2
Delhi,28.7041,77.1025,76,96,28,160,14,48,2026-04-02 01:18:08.507320,31,89,8.066666312839898,232,1,2
Jammu and Kashmir,34.0837,74.7973,41,121,18,138,21,14,2026-04-02 01:18:08.508345,34,89,6.696256080352775,147,1,2
Hyderabad,17.385,78.4867,54,89,29,109,27,62,2026-04-02 01:18:08.510356,26,47,3.7944081758538175,214,1,2
Bangalore,12.9716,77.5946,111,116,22,222,11,35,2026-04-02 01:18:08.512056,25,83,4.628579941167524,244,1,2
Visakhapatnam,17.6868,83.2185,96,96,14,367,11,51,2026-04-02 02:18:08.505034,34,88,3.777773940125637,39,2,2
Mumbai,19.076,72.8777,50,55,15,107,28,32,2026-04-02 02:18:08.505997,36,41,1.8595298461399967,184,2,2
Delhi,28.7041,77.1025,110,87,50,245,21,30,2026-04-02 02:18:08.507317,24,49,2.3867899362468368,329,2,2
Jammu and Kashmir,34.0837,74.7973,46,122,11,219,10,76,2026-04-02 02:18:08.508341,31,43,6.067655571722039,118,2,2
Hyderabad,17.385,78.4867,31,71,46,262,7,24,2026-04-02 02:18:08.510349,32,68,1.4995207973384632,326,2,2
Bangalore,12.9716,77.5946,51,64,26,229,11,41,2026-04-02 02:18:08.512050,27,68,4.040306224779121,357,2,2
Visakhapatnam,17.6868,83.2185,118,72,18,128,16,74,2026-04-02 03:18:08.505029,36,86,4.577607270407432,79,3,2
Mumbai,19.076,72.8777,55,40,26,301,4,37,2026-04-02 03:18:08.505994,39,60,6.481497876641507,154,3,2
Delhi,28.7041,77.1025,83,65,41,344,10,35,2026-04-02 03:18:08.507313,32,81,3.2521445221734377,142,3,2
Jammu and Kashmir,34.0837,74.7973,64,127,34,177,15,39,2026-04-02 03:18:08.508338,26,46,6.098969891881277,348,3,2
Hyderabad,17.385,78.4867,87,34,25,194,5,19,2026-04-02 03:18:08.510342,30,76,9.66390947676298,27,3,2
Bangalore,12.9716,77.5946,108,133,9,273,11,38,2026-04-02 03:18:08.512043,31,90,8.06304160670691,269,3,2
Visakhapatnam,17.6868,83.2185,109,107,41,154,12,80,2026-04-02 04:18:08.505026,40,50,5.22736190872929,81,4,2
Mumbai,19.076,72.8777,112,145,48,349,14,74,2026-04-02 04:18:08.505990,27,83,9.026606709681404,279,4,2
Delhi,28.7041,77.1025,32,140,21,199,10,56,2026-04-02 04:18:08.507309,34,66,2.347266533073688,157,4,2
Jammu and Kashmir,34.0837,74.7973,87,147,16,172,3,56,2026-04-02 04:18:08.508334,23,89,4.297685808641459,308,4,2
Hyderabad,17.385,78.4867,86,51,5,286,6,69,2026-04-02 04:18:08.510335,39,89,4.582352361055172,339,4,2
Bangalore,12.9716,77.5946,87,55,47,277,9,64,2026-04-02 04:18:08.512036,24,90,3.269516127775547,217,4,2
Visakhapatnam,17.6868,83.2185,88,75,50,290,13,75,2026-04-02 05:18:08.505022,24,88,6.611451705766345,145,5,2
Mumbai,19.076,72.8777,85,135,14,132,22,54,2026-04-02 05:18:08.505987,22,87,1.9232063487840485,186,5,2
Delhi,28.7041,77.1025,94,35,37,315,18,68,2026-04-02 05:18:08.507306,34,58,7.347042464690581,197,5,2
Jammu and Kashmir,34.0837,74.7973,41,136,32,345,29,66,2026-04-02 05:18:08.508331,20,45,2.2018545183230747,201,5,2
Hyderabad,17.385,78.4867,87,141,30,257,20,17,2026-04-02 05:18:08.510328,39,82,4.730475376051928,182,5,2
Bangalore,12.9716,77.5946,98,149,39,170,13,47,2026-04-02 05:18:08.512030,30,40,4.685189335640361,222,5,2
Visakhapatnam,17.6868,83.2185,98,137,48,284,3,31,2026-04-02 06:18:08.505019,21,46,1.7167707855909686,331,6,2
Mumbai,19.076,72.8777,23,114,49,243,14,16,2026-04-02 06:18:08.505983,29,42,3.393960759878615,277,6,2
Delhi,28.7041,77.1025,45,92,46,385,10,58,2026-04-02 06:18:08.507302,36,62,2.249332113810937,341,6,2
Jammu and Kashmir,34.0837,74.7973,55,147,38,201,10,79,2026-04-02 06:18:08.508326,33,41,9.118289920356766,18,6,2
Hyderabad,17.385,78.4867,57,92,46,301,11,69,2026-04-02 06:18:08.510319,32,47,3.317952356417219,59,6,2
Bangalore,12.9716,77.5946,24,121,18,184,26,12,2026-04-02 06:18:08.512023,32,87,9.840339042337993,268,6,2
Visakhapatnam,17.6868,83.2185,98,90,16,102,29,23,2026-04-02 07:18:08.505015,29,50,2.094453093785126,286,7,2
Mumbai,19.076,72.8777,70,61,37,391,19,23,2026-04-02 07:18:08.505977,31,52,4.2645996514128175,350,7,2
Delhi,28.7041,77.1025,30,129,33,380,15,40,2026-04-02 07:18:08.507297,23,50,6.887536357713323,23,7,2
Jammu and Kashmir,34.0837,74.7973,118,51,32,395,29,80,2026-04-02 07:18:08.508323,24,78,1.2718829224709909,70,7,2
Hyderabad,17.385,78.4867,28,120,17,138,22,39,2026-04-02 07:18:08.510312,40,66,5.661765524300392,74,7,2
Bangalore,12.9716,77.5946,117,80,23,384,11,14,2026-04-02 07:18:08.512017,34,80,3.586442456464245,65,7,2
Visakhapatnam,17.6868,83.2185,58,35,14,350,5,20,2026-04-02 08:18:08.505012,31,45,9.567164918115918,136,8,2
Mumbai,19.076,72.8777,60,127,40,389,15,57,2026-04-02 08:18:08.505974,37,73,8.033071230264518,138,8,2
Delhi,28.7041,77.1025,20,145,49,225,30,66,2026-04-02 08:18:08.507293,27,76,9.612818029901446,175,8,2
Jammu and Kashmir,34.0837,74.7973,113,98,47,188,22,71,2026-04-02 08:18:08.508319,24,65,1.082278195308889,105,8,2
Hyderabad,17.385,78.4867,83,65,27,342,8,79,2026-04-02 08:18:08.510305,30,89,7.917793475093229,27,8,2
Bangalore,12.9716,77.5946,31,113,7,286,20,56,2026-04-02 08:18:08.512011,31,41,4.557167410164679,318,8,2
Visakhapatnam,17.6868,83.2185,119,149,23,178,20,25,2026-04-02 09:18:08.505008,28,53,6.456210827425101,252,9,2
Mumbai,19.076,72.8777,101,121,18,186,26,60,2026-04-02 09:18:08.505970,30,41,5.35123075059676,133,9,2
Delhi,28.7041,77.1025,50,66,48,350,30,18,2026-04-02 09:18:08.507289,32,41,8.702886422687788,193,9,2
Jammu and Kashmir,34.0837,74.7973,99,70,47,385,25,36,2026-04-02 09:18:08.508316,23,40,6.165817562591348,199,9,2
Hyderabad,17.385,78.4867,118,148,15,212,18,29,2026-04-02 09:18:08.510298,26,47,1.885551047144797,244,9,2
Bangalore,12.9716,77.5946,43,119,17,250,7,42,2026-04-02 09:18:08.512006,23,82,9.947759065772267,11,9,2
Visakhapatnam,17.6868,83.2185,120,134,37,181,18,40,2026-04-02 10:18:08.505005,28,84,1.5301032573757718,307,10,2
Mumbai,19.076,72.8777,100,80,36,291,29,64,2026-04-02 10:18:08.505967,35,78,4.575500965602874,346,10,2
Delhi,28.7041,77.1025,105,150,22,115,22,23,2026-04-02 10:18:08.507132,20,55,3.814584488115095,71,10,2
Jammu and Kashmir,34.0837,74.7973,38,121,12,328,12,40,2026-04-02 10:18:08.508313,32,79,7.303312482260937,300,10,2
Hyderabad,17.385,78.4867,85,104,16,216,4,44,2026-04-02 10:18:08.510284,22,83,6.976847018155,189,10,2
Bangalore,12.9716,77.5946,35,140,33,292,5,53,2026-04-02 10:18:08.512000,25,53,6.127333145846294,112,10,2
Visakhapatnam,17.6868,83.2185,101,100,10,309,5,73,2026-04-02 11:18:08.505001,26,56,5.539317628205406,43,11,2
Mumbai,19.076,72.8777,56,61,33,133,25,72,2026-04-02 11:18:08.505963,27,57,6.654040700710498,20,11,2
Delhi,28.7041,77.1025,103,31,43,127,18,59,2026-04-02 11:18:08.507128,29,72,1.278946868675558,159,11,2
Jammu and Kashmir,34.0837,74.7973,21,71,36,148,10,51,2026-04-02 11:18:08.508309,40,55,7.18591076124227,94,11,2
Hyderabad,17.385,78.4867,90,118,31,327,4,60,2026-04-02 11:18:08.510258,22,77,7.382706013025082,183,11,2
Bangalore,12.9716,77.5946,50,67,39,207,11,50,2026-04-02 11:18:08.511994,36,88,7.334016356691805,337,11,2
Visakhapatnam,17.6868,83.2185,56,122,8,225,6,16,2026-04-02 12:18:08.504997,36,72,8.410124982238521,42,12,2
Mumbai,19.076,72.8777,64,97,43,279,19,77,2026-04-02 12:18:08.505960,40,54,2.8846981696350884,317,12,2
Delhi,28.7041,77.1025,116,126,21,313,17,55,2026-04-02 12:18:08.507125,22,53,5.665663469897614,114,12,2
Jammu and Kashmir,34.0837,74.7973,38,70,7,295,21,34,2026-04-02 12:18:08.508305,23,48,2.0801406356941623,90,12,2
Hyderabad,17.385,78.4867,41,130,8,351,2,68,2026-04-02 12:18:08.510252,31,65,1.4632032912797437,108,12,2
Bangalore,12.9716,77.5946,111,129,38,321,9,69,2026-04-02 12:18:08.511987,30,88,6.383362835344111,163,12,2
Visakhapatnam,17.6868,83.2185,63,53,14,187,19,28,2026-04-02 13:18:08.504994,27,65,3.57051703500865,76,13,2
Mumbai,19.076,72.8777,38,139,20,138,29,57,2026-04-02 13:18:08.505955,38,86,2.292140763157656,351,13,2
Delhi,28.7041,77.1025,77,134,35,241,29,16,2026-04-02 13:18:08.507120,22,78,7.758076083962152,206,13,2
Jammu and Kashmir,34.0837,74.7973,21,115,42,177,25,47,2026-04-02 13:18:08.508301,39,90,2.639027723035533,125,13,2
Hyderabad,17.385,78.4867,76,146,43,180,26,49,2026-04-02 13:18:08.510245,24,82,8.75120958630599,115,13,2
Bangalore,12.9716,77.5946,81,81,11,264,19,59,2026-04-02 13:18:08.511981,27,44,7.490841006619843,96,13,2
Visakhapatnam,17.6868,83.2185,70,72,22,234,13,32,2026-04-02 14:18:08.504991,37,65,2.4443217250012643,39,14,2
Mumbai,19.076,72.8777,97,57,9,244,28,62,2026-04-02 14:18:08.505949,39,48,5.10642959927577,48,14,2
Delhi,28.7041,77.1025,63,88,7,241,26,69,2026-04-02 14:18:08.507116,26,65,5.061539224013416,133,14,2
Jammu and Kashmir,34.0837,74.7973,64,89,12,104,7,29,2026-04-02 14:18:08.508297,29,57,3.906728954381913,332,14,2
Hyderabad,17.385,78.4867,118,114,11,334,26,50,2026-04-02 14:18:08.510238,24,85,6.57398598230571,342,14,2
Bangalore,12.9716,77.5946,23,57,50,378,9,67,2026-04-02 14:18:08.511975,34,64,1.8176588268132523,349,14,2
Visakhapatnam,17.6868,83.2185,47,121,49,389,26,10,2026-04-02 15:18:08.504988,30,51,3.1453372615195745,349,15,2
Mumbai,19.076,72.8777,110,61,14,270,8,25,2026-04-02 15:18:08.505944,30,79,6.438479132799247,204,15,2
Delhi,28.7041,77.1025,54,132,7,314,3,50,2026-04-02 15:18:08.507113,34,89,5.841325103945305,320,15,2
Jammu and Kashmir,34.0837,74.7973,39,74,9,354,26,40,2026-04-02 15:18:08.508293,38,48,3.237533327581942,7,15,2
Hyderabad,17.385,78.4867,26,80,15,286,27,44,2026-04-02 15:18:08.510231,34,89,3.1154911403475314,19,15,2
Bangalore,12.9716,77.5946,94,72,17,146,29,78,2026-04-02 15:18:08.511968,34,45,1.6862645678715764,143,15,2
Visakhapatnam,17.6868,83.2185,102,97,47,177,17,17,2026-04-02 16:18:08.504984,30,51,1.84001199912981,352,16,2
Mumbai,19.076,72.8777,77,117,11,289,11,19,2026-04-02 16:18:08.505938,24,55,9.430406010221496,272,16,2
Delhi,28.7041,77.1025,27,117,31,245,29,30,2026-04-02 16:18:08.507109,39,58,6.547561908829235,80,16,2
Jammu and Kashmir,34.0837,74.7973,82,117,6,217,8,58,2026-04-02 16:18:08.508287,32,68,6.625107197384709,343,16,2
Hyderabad,17.385,78.4867,67,130,44,185,3,36,2026-04-02 16:18:08.510225,40,79,2.9067842489097,232,16,2
Bangalore,12.9716,77.5946,66,124,21,349,12,50,2026-04-02 16:18:08.511962,37,48,3.442256376253308,262,16,2
Visakhapatnam,17.6868,83.2185,118,49,38,208,21,46,2026-04-02 17:18:08.504981,25,83,5.423213121934238,172,17,2
Mumbai,19.076,72.8777,83,116,12,257,20,53,2026-04-02 17:18:08.505933,27,42,8.876862466850662,203,17,2
Delhi,28.7041,77.1025,101,131,9,169,15,16,2026-04-02 17:18:08.507106,36,84,2.660703340887225,182,17,2
Jammu and Kashmir,34.0837,74.7973,49,106,13,371,19,38,2026-04-02 17:18:08.508281,35,76,5.738163846389309,169,17,2
Hyderabad,17.385,78.4867,50,65,15,133,18,19,2026-04-02 17:18:08.510218,38,64,3.313367628986896,236,17,2
Bangalore,12.9716,77.5946,50,138,21,214,19,36,2026-04-02 17:18:08.511955,39,55,3.5873678758117125,295,17,2
Visakhapatnam,17.6868,83.2185,67,48,49,198,25,18,2026-04-02 18:18:08.504977,37,74,3.5890809006675948,62,18,2
Mumbai,19.076,72.8777,33,55,30,253,20,41,2026-04-02 18:18:08.505929,28,49,8.283420384324055,282,18,2
Delhi,28.7041,77.1025,87,52,45,335,20,53,2026-04-02 18:18:08.507102,39,85,2.278952743560751,285,18,2
Jammu and Kashmir,34.0837,74.7973,65,120,24,143,10,75,2026-04-02 18:18:08.508276,30,42,2.412502090705003,345,18,2
Hyderabad,17.385,78.4867,107,91,18,133,30,19,2026-04-02 18:18:08.510211,20,60,4.361489728393628,146,18,2
Bangalore,12.9716,77.5946,61,38,16,193,9,38,2026-04-02 18:18:08.511949,24,64,8.74781423714473,356,18,2
Visakhapatnam,17.6868,83.2185,51,49,33,202,13,59,2026-04-02 19:18:08.504974,29,59,9.726139393839386,271,19,2
Mumbai,19.076,72.8777,75,116,21,230,3,78,2026-04-02 19:18:08.505926,40,90,2.770113201563439,44,19,2
Delhi,28.7041,77.1025,43,78,39,237,8,25,2026-04-02 19:18:08.507099,35,81,8.643936690689808,293,19,2
Jammu and Kashmir,34.0837,74.7973,53,121,15,379,9,14,2026-04-02 19:18:08.508271,40,77,6.326130613766855,194,19,2
Hyderabad,17.385,78.4867,47,96,27,347,12,30,2026-04-02 19:18:08.510204,28,65,9.108936946185809,129,19,2
Bangalore,12.9716,77.5946,91,84,19,393,27,29,2026-04-02 19:18:08.511942,32,69,3.292918758352292,343,19,2
Visakhapatnam,17.6868,83.2185,119,86,45,182,25,57,2026-04-02 20:18:08.504970,27,84,8.903138116643849,268,20,2
Mumbai,19.076,72.8777,49,49,46,238,18,13,2026-04-02 20:18:08.505923,35,88,5.969452354279124,329,20,2
Delhi,28.7041,77.1025,110,43,12,270,13,32,2026-04-02 20:18:08.507093,40,56,3.3404725804244357,67,20,2
Jammu and Kashmir,34.0837,74.7973,85,124,31,188,4,18,2026-04-02 20:18:08.508268,24,42,3.4231034121576998,313,20,2
Hyderabad,17.385,78.4867,65,114,30,107,20,78,2026-04-02 20:18:08.510198,32,57,1.6554995601563594,273,20,2
Bangalore,12.9716,77.5946,120,77,47,214,16,80,2026-04-02 20:18:08.511935,27,67,8.087724397699361,79,20,2
Visakhapatnam,17.6868,83.2185,65,123,20,379,25,74,2026-04-02 21:18:08.504967,22,90,7.224651254565788,30,21,2
Mumbai,19.076,72.8777,51,108,18,145,11,69,2026-04-02 21:18:08.505919,20,53,1.5815597184455004,77,21,2
Delhi,28.7041,77.1025,71,88,12,382,29,48,2026-04-02 21:18:08.507089,35,56,7.206670926283533,220,21,2
Jammu and Kashmir,34.0837,74.7973,76,77,17,242,26,17,2026-04-02 21:18:08.508265,29,81,6.0453477463929,87,21,2
Hyderabad,17.385,78.4867,119,141,7,176,10,37,2026-04-02 21:18:08.510191,25,76,7.393071780272981,228,21,2
Bangalore,12.9716,77.5946,41,127,28,289,6,36,2026-04-02 21:18:08.511928,38,48,1.817795159946921,124,21,2
Visakhapatnam,17.6868,83.2185,120,149,25,370,11,80,2026-04-02 22:18:08.504963,40,45,4.113019040669832,61,22,2
Mumbai,19.076,72.8777,72,149,25,356,12,63,2026-04-02 22:18:08.505916,21,78,7.440645605982367,238,22,2
Delhi,28.7041,77.1025,114,97,19,348,27,34,2026-04-02 22:18:08.507085,27,67,7.432427352917672,18,22,2
Jammu and Kashmir,34.0837,74.7973,94,76,46,225,5,16,2026-04-02 22:18:08.508261,20,44,2.869711366485108,252,22,2
Hyderabad,17.385,78.4867,94,61,34,345,29,35,2026-04-02 22:18:08.510184,40,83,9.955151335687956,144,22,2
Bangalore,12.9716,77.5946,46,124,34,309,14,24,2026-04-02 22:18:08.511921,40,82,2.814637570771504,203,22,2
Visakhapatnam,17.6868,83.2185,59,39,10,282,20,43,2026-04-02 23:18:08.504960,23,51,6.689443088815704,340,23,2
Mumbai,19.076,72.8777,45,142,23,223,11,77,2026-04-02 23:18:08.505912,38,67,9.224194631487196,262,23,2
Delhi,28.7041,77.1025,61,117,28,216,21,44,2026-04-02 23:18:08.507079,28,78,3.484692562306145,151,23,2
Jammu and Kashmir,34.0837,74.7973,63,31,17,220,27,47,2026-04-02 23:18:08.508258,20,89,1.9945602204598625,220,23,2
Hyderabad,17.385,78.4867,39,132,11,363,18,34,2026-04-02 23:18:08.510177,25,51,1.0449171304580624,199,23,2
Bangalore,12.9716,77.5946,62,53,15,270,14,64,2026-04-02 23:18:08.511914,38,83,4.945813681203987,145,23,2
Visakhapatnam,17.6868,83.2185,41,143,18,397,27,52,2026-04-03 00:18:08.504956,20,71,6.972248251364003,333,0,3
Mumbai,19.076,72.8777,89,37,38,159,21,17,2026-04-03 00:18:08.505909,26,73,7.370145125584976,293,0,3
Delhi,28.7041,77.1025,109,33,42,230,17,70,2026-04-03 00:18:08.507072,30,63,9.938534935204116,289,0,3
Jammu and Kashmir,34.0837,74.7973,90,97,29,112,26,30,2026-04-03 00:18:08.508254,40,69,8.257008768457014,88,0,3
Hyderabad,17.385,78.4867,94,42,7,358,17,75,2026-04-03 00:18:08.510170,27,55,8.405484980523761,255,0,3
Bangalore,12.9716,77.5946,80,108,42,118,11,15,2026-04-03 00:18:08.511907,31,46,2.1944625893141048,276,0,3
Visakhapatnam,17.6868,83.2185,74,76,30,209,9,63,2026-04-03 01:18:08.504952,32,60,3.627087511093733,142,1,3
Mumbai,19.076,72.8777,120,57,38,315,24,28,2026-04-03 01:18:08.505905,30,72,9.004605896296319,171,1,3
Delhi,28.7041,77.1025,109,139,10,104,18,54,2026-04-03 01:18:08.507067,26,66,8.053278098458051,331,1,3
Jammu and Kashmir,34.0837,74.7973,110,40,22,295,15,14,2026-04-03 01:18:08.508249,20,56,9.525662811112172,150,1,3
Hyderabad,17.385,78.4867,118,31,11,153,14,77,2026-04-03 01:18:08.510159,34,55,7.177903901722799,235,1,3
Bangalore,12.9716,77.5946,61,57,45,195,20,38,2026-04-03 01:18:08.511901,23,54,4.285833249186669,341,1,3
Visakhapatnam,17.6868,83.2185,88,31,48,239,6,63,2026-04-03 02:18:08.504946,25,73,1.154598957594367,253,2,3
Mumbai,19.076,72.8777,84,85,32,378,5,67,2026-04-03 02:18:08.505902,29,67,1.0376049081877636,32,2,3
Delhi,28.7041,77.1025,111,32,6,267,16,14,2026-04-03 02:18:08.507061,35,75,3.204389082578827,233,2,3
