location,latitude,longitude,pm2_5,pm10,no2,co,so2,o3,timestamp
Jammu and Kashmir,34.0837,74.7973,22,72,35,185,28,15,2026-03-29 14:18:08.508803
Jammu and Kashmir,34.0837,74.7973,111,62,22,276,23,76,2026-03-29 13:18:08.508810
Jammu and Kashmir,34.0837,74.7973,28,35,7,281,30,61,2026-03-29 12:18:08.508817
Jammu and Kashmir,34.0837,74.7973,105,69,33,317,21,14,2026-03-29 11:18:08.508824
Jammu and Kashmir,34.0837,74.7973,120,110,50,371,16,53,2026-03-29 10:18:08.508830
Jammu and Kashmir,34.0837,74.7973,54,119,15,156,6,67,2026-03-29 09:18:08.508837
Jammu and Kashmir,34.0837,74.7973,66,143,37,112,24,27,2026-03-29 08:18:08.508843
Jammu and Kashmir,34.0837,74.7973,119,96,10,270,25,28,2026-03-29 07:18:08.508848
Jammu and Kashmir,34.0837,74.7973,113,96,38,257,26,42,2026-03-29 06:18:08.509086
Jammu and Kashmir,34.0837,74.7973,25,37,11,267,3,23,2026-03-29 05:18:08.509098
Jammu and Kashmir,34.0837,74.7973,99,120,7,355,11,12,2026-03-29 04:18:08.509104
Jammu and Kashmir,34.0837,74.7973,118,67,7,199,4,60,2026-03-29 03:18:08.509109
Jammu and Kashmir,34.0837,74.7973,34,135,50,297,27,60,2026-03-29 02:18:08.509114
Jammu and Kashmir,34.0837,74.7973,104,97,23,392,29,45,2026-03-29 01:18:08.509121
Jammu and Kashmir,34.0837,74.7973,55,55,45,291,30,79,2026-03-29 00:18:08.509126
Jammu and Kashmir,34.0837,74.7973,108,137,14,172,27,28,2026-03-28 23:18:08.509131
Jammu and Kashmir,34.0837,74.7973,40,38,27,399,10,45,2026-03-28 22:18:08.509137
Jammu and Kashmir,34.0837,74.7973,120,46,42,327,18,19,2026-03-28 21:18:08.509145
Jammu and Kashmir,34.0837,74.7973,90,143,34,170,30,41,2026-03-28 20:18:08.509150
Jammu and Kashmir,34.0837,74.7973,27,61,31,354,16,50,2026-03-28 19:18:08.509156
Jammu and Kashmir,34.0837,74.7973,67,119,13,311,10,74,2026-03-28 18:18:08.509227
Jammu and Kashmir,34.0837,74.7973,51,119,29,367,23,29,2026-03-28 17:18:08.509244
Jammu and Kashmir,34.0837,74.7973,49,40,49,285,8,29,2026-03-28 16:18:08.509250
Jammu and Kashmir,34.0837,74.7973,94,42,13,317,24,63,2026-03-28 15:18:08.509257
Jammu and Kashmir,34.0837,74.7973,86,41,25,232,4,11,2026-03-28 14:18:08.509263
Jammu and Kashmir,34.0837,74.7973,113,135,18,203,30,10,2026-03-28 13:18:08.509270
Jammu and Kashmir,34.0837,74.7973,115,32,49,158,23,27,2026-03-28 12:18:08.509276
Jammu and Kashmir,34.0837,74.7973,112,33,5,129,30,76,2026-03-28 11:18:08.509283
Jammu and Kashmir,34.0837,74.7973,49,90,18,292,9,79,2026-03-28 10:18:08.509290
Jammu and Kashmir,34.0837,74.7973,97,70,22,163,18,65,2026-03-28 09:18:08.509296
Jammu and Kashmir,34.0837,74.7973,117,45,26,107,8,65,2026-03-28 08:18:08.509303
Jammu and Kashmir,34.0837,74.7973,106,51,28,120,11,46,2026-03-28 07:18:08.509309
Jammu and Kashmir,34.0837,74.7973,99,51,42,371,2,74,2026-03-28 06:18:08.509316
Jammu and Kashmir,34.0837,74.7973,81,48,30,358,7,35,2026-03-28 05:18:08.509323
Jammu and Kashmir,34.0837,74.7973,114,103,32,106,20,42,2026-03-28 04:18:08.509329
Jammu and Kashmir,34.0837,74.7973,51,64,22,104,17,13,2026-03-28 03:18:08.509335
Jammu and Kashmir,34.0837,74.7973,37,108,23,237,8,30,2026-03-28 02:18:08.509344
Jammu and Kashmir,34.0837,74.7973,117,54,47,134,20,35,2026-03-28 01:18:08.509350
Jammu and Kashmir,34.0837,74.7973,92,108,42,327,13,43,2026-03-28 00:18:08.509367
Hyderabad,17.385,78.4867,97,130,13,241,5,60,2026-04-06 23:18:08.509375
Hyderabad,17.385,78.4867,60,129,17,291,15,15,2026-04-06 22:18:08.509382
Hyderabad,17.385,78.4867,24,52,5,282,17,17,2026-04-06 21:18:08.509389
Hyderabad,17.385,78.4867,34,96,45,109,26,56,2026-04-06 20:18:08.509395
Hyderabad,17.385,78.4867,66,46,48,390,29,28,2026-04-06 19:18:08.509409
Hyderabad,17.385,78.4867,84,49,46,270,29,26,2026-04-06 18:18:08.509430
Hyderabad,17.385,78.4867,80,104,7,102,28,42,2026-04-06 17:18:08.509446
Hyderabad,17.385,78.4867,27,119,50,327,20,79,2026-04-06 16:18:08.509453
Hyderabad,17.385,78.4867,55,102,46,393,15,32,2026-04-06 15:18:08.509459
Hyderabad,17.385,78.4867,63,58,45,146,4,22,2026-04-06 14:18:08.509464
Hyderabad,17.385,78.4867,41,73,24,400,5,60,2026-04-06 13:18:08.509470
Hyderabad,17.385,78.4867,47,30,25,285,4,25,2026-04-06 12:18:08.509476
Hyderabad,17.385,78.4867,112,66,26,178,25,72,2026-04-06 11:18:08.509483
Hyderabad,17.385,78.4867,107,111,39,115,3,60,2026-04-06 10:18:08.509492
Hyderabad,17.385,78.4867,23,44,43,138,18,70,2026-04-06 09:18:08.509498
Hyderabad,17.385,78.4867,120,138,6,256,12,16,2026-04-06 08:18:08.509502
Hyderabad,17.385,78.4867,28,118,5,121,17,62,2026-04-06 07:18:08.509506
Hyderabad,17.385,78.4867,90,139,36,102,4,71,2026-04-06 06:18:08.509516
Hyderabad,17.385,78.4867,98,124,31,303,19,24,2026-04-06 05:18:08.509521
Hyderabad,17.385,78.4867,96,127,23,343,21,65,2026-04-06 04:18:08.509525
Hyderabad,17.385,78.4867,110,124,12,113,18,79,2026-04-06 03:18:08.509528
Hyderabad,17.385,78.4867,120,93,13,366,18,18,2026-04-06 02:18:08.509532
Hyderabad,17.385,78.4867,47,61,34,243,30,20,2026-04-06 01:18:08.509536
Hyderabad,17.385,78.4867,30,71,37,213,29,62,2026-04-06 00:18:08.509540
Hyderabad,17.385,78.4867,104,134,12,165,30,21,2026-04-05 23:18:08.509543
Hyderabad,17.385,78.4867,47,125,47,349,21,50,2026-04-05 22:18:08.509549
Hyderabad,17.385,78.4867,120,39,41,284,16,75,2026-04-05 21:18:08.509555
Hyderabad,17.385,78.4867,82,76,13,198,30,18,2026-04-05 20:18:08.509561
Hyderabad,17.385,78.4867,20,87,47,333,17,30,2026-04-05 19:18:08.509567
Hyderabad,17.385,78.4867,42,87,17,270,28,52,2026-04-05 18:18:08.509583
Hyderabad,17.385,78.4867,95,61,39,231,6,15,2026-04-05 17:18:08.509589
Hyderabad,17.385,78.4867,83,111,48,308,2,13,2026-04-05 16:18:08.509592
Hyderabad,17.385,78.4867,75,58,6,153,6,73,2026-04-05 15:18:08.509596
Hyderabad,17.385,78.4867,34,50,25,384,22,80,2026-04-05 14:18:08.509600
Hyderabad,17.385,78.4867,105,145,43,246,13,13,2026-04-05 13:18:08.509603
Hyderabad,17.385,78.4867,34,69,33,100,7,53,2026-04-05 12:18:08.509606
Hyderabad,17.385,78.4867,117,142,28,275,8,61,2026-04-05 11:18:08.509621
Hyderabad,17.385,78.4867,75,46,42,157,30,67,2026-04-05 10:18:08.509628
Hyderabad,17.385,78.4867,87,142,14,201,12,37,2026-04-05 09:18:08.509634
Hyderabad,17.385,78.4867,85,142,25,162,23,35,2026-04-05 08:18:08.509640
Hyderabad,17.385,78.4867,100,57,26,114,14,67,2026-04-05 07:18:08.509646
Hyderabad,17.385,78.4867,109,55,7,204,25,46,2026-04-05 06:18:08.509651
Hyderabad,17.385,78.4867,95,100,36,166,12,65,2026-04-05 05:18:08.509657
Hyderabad,17.385,78.4867,98,117,49,285,13,19,2026-04-05 04:18:08.509663
Hyderabad,17.385,78.4867,64,31,38,148,3,60,2026-04-05 03:18:08.509672
Hyderabad,17.385,78.4867,87,67,11,368,10,31,2026-04-05 02:18:08.509699
Hyderabad,17.385,78.4867,39,126,47,344,4,59,2026-04-05 01:18:08.509707
Hyderabad,17.385,78.4867,79,138,47,101,25,71,2026-04-05 00:18:08.509713
Hyderabad,17.385,78.4867,67,99,18,368,3,53,2026-04-04 23:18:08.509742
Hyderabad,17.385,78.4867,28,45,10,397,5,40,2026-04-04 22:18:08.509754
Hyderabad,17.385,78.4867,51,44,38,235,2,56,2026-04-04 21:18:08.509760
Hyderabad,17.385,78.4867,92,106,45,397,18,59,2026-04-04 20:18:08.509767
Hyderabad,17.385,78.4867,63,45,16,110,8,63,2026-04-04 19:18:08.509772
Hyderabad,17.385,78.4867,48,135,32,345,22,68,2026-04-04 18:18:08.509779
Hyderabad,17.385,78.4867,112,54,49,307,11,36,2026-04-04 17:18:08.509786
Hyderabad,17.385,78.4867,46,36,35,234,30,26,2026-04-04 16:18:08.509791
Hyderabad,17.385,78.4867,113,70,25,196,15,14,2026-04-04 15:18:08.509798
Hyderabad,17.385,78.4867,112,95,35,317,5,11,2026-04-04 14:18:08.509801
Hyderabad,17.385,78.4867,107,40,16,396,4,55,2026-04-04 13:18:08.509805
Hyderabad,17.385,78.4867,75,131,34,324,24,34,2026-04-04 12:18:08.509808
Hyderabad,17.385,78.4867,67,90,17,367,5,48,2026-04-04 11:18:08.509812
Hyderabad,17.385,78.4867,53,78,12,252,26,60,2026-04-04 10:18:08.509816
Hyderabad,17.385,78.4867,60,141,25,144,8,29,2026-04-04 09:18:08.509819
Hyderabad,17.385,78.4867,38,76,13,389,14,52,2026-04-04 08:18:08.509823
Hyderabad,17.385,78.4867,62,70,17,396,27,67,2026-04-04 07:18:08.509826
Hyderabad,17.385,78.4867,59,70,15,150,27,21,2026-04-04 06:18:08.509829
Hyderabad,17.385,78.4867,36,78,39,271,11,26,2026-04-04 05:18:08.509833
Hyderabad,17.385,78.4867,33,72,6,357,30,52,2026-04-04 04:18:08.509836
Hyderabad,17.385,78.4867,35,148,19,365,6,43,2026-04-04 03:18:08.509840
Hyderabad,17.385,78.4867,27,141,50,220,29,80,2026-04-04 02:18:08.509843
Hyderabad,17.385,78.4867,50,107,9,387,13,47,2026-04-04 01:18:08.509847
Hyderabad,17.385,78.4867,20,114,6,249,12,29,2026-04-04 00:18:08.509850
Hyderabad,17.385,78.4867,32,78,42,264,4,29,2026-04-03 23:18:08.509854
Hyderabad,17.385,78.4867,27,38,33,375,27,38,2026-04-03 22:18:08.509857
Hyderabad,17.385,78.4867,103,138,23,373,23,40,2026-04-03 21:18:08.509860
Hyderabad,17.385,78.4867,69,110,16,214,27,53,2026-04-03 20:18:08.509865
Hyderabad,17.385,78.4867,64,99,14,270,30,14,2026-04-03 19:18:08.509869
Hyderabad,17.385,78.4867,60,101,28,172,18,62,2026-04-03 18:18:08.509873
Hyderabad,17.385,78.4867,100,64,23,121,3,28,2026-04-03 17:18:08.509879
Hyderabad,17.385,78.4867,90,112,32,233,3,24,2026-04-03 16:18:08.509884
Hyderabad,17.385,78.4867,109,63,5,332,21,28,2026-04-03 15:18:08.509890
Hyderabad,17.385,78.4867,90,61,46,198,8,70,2026-04-03 14:18:08.509897
Hyderabad,17.385,78.4867,40,107,38,261,6,14,2026-04-03 13:18:08.509903
Hyderabad,17.385,78.4867,45,121,7,253,14,73,2026-04-03 12:18:08.509909
Hyderabad,17.385,78.4867,65,62,6,261,27,18,2026-04-03 11:18:08.509915
Hyderabad,17.385,78.4867,100,36,15,164,20,64,2026-04-03 10:18:08.509922
Hyderabad,17.385,78.4867,65,102,29,155,23,10,2026-04-03 09:18:08.509928
Hyderabad,17.385,78.4867,89,137,10,310,17,54,2026-04-03 08:18:08.509932
Hyderabad,17.385,78.4867,104,75,34,207,5,17,2026-04-03 07:18:08.509937
Hyderabad,17.385,78.4867,32,119,22,329,21,69,2026-04-03 06:18:08.509943
Hyderabad,17.385,78.4867,100,49,46,308,14,20,2026-04-03 05:18:08.509948
Hyderabad,17.385,78.4867,28,142,41,271,14,43,2026-04-03 04:18:08.509953
Hyderabad,17.385,78.4867,87,35,10,273,8,29,2026-04-03 03:18:08.510137
Hyderabad,17.385,78.4867,72,55,6,279,8,50,2026-04-03 02:18:08.510151
Hyderabad,17.385,78.4867,118,31,11,153,14,77,2026-04-03 01:18:08.510159
Hyderabad,17.385,78.4867,94,42,7,358,17,75,2026-04-03 00:18:08.510170
Hyderabad,17.385,78.4867,39,132,11,363,18,34,2026-04-02 23:18:08.510177
Hyderabad,17.385,78.4867,94,61,34,345,29,35,2026-04-02 22:18:08.510184
Hyderabad,17.385,78.4867,119,141,7,176,10,37,2026-04-02 21:18:08.510191
Hyderabad,17.385,78.4867,65,114,30,107,20,78,2026-04-02 20:18:08.510198
Hyderabad,17.385,78.4867,47,96,27,347,12,30,2026-04-02 19:18:08.510204
Hyderabad,17.385,78.4867,107,91,18,133,30,19,2026-04-02 18:18:08.510211
Hyderabad,17.385,78.4867,50,65,15,133,18,19,2026-04-02 17:18:08.510218
Hyderabad,17.385,78.4867,67,130,44,185,3,36,2026-04-02 16:18:08.510225
Hyderabad,17.385,78.4867,26,80,15,286,27,44,2026-04-02 15:18:08.510231
Hyderabad,17.385,78.4867,118,114,11,334,26,50,2026-04-02 14:18:08.510238
Hyderabad,17.385,78.4867,76,146,43,180,26,49,2026-04-02 13:18:08.510245
Hyderabad,17.385,78.4867,41,130,8,351,2,68,2026-04-02 12:18:08.510252
Hyderabad,17.385,78.4867,90,118,31,327,4,60,2026-04-02 11:18:08.510258
Hyderabad,17.385,78.4867,85,104,16,216,4,44,2026-04-02 10:18:08.510284
Hyderabad,17.385,78.4867,118,148,15,212,18,29,2026-04-02 09:18:08.510298
Hyderabad,17.385,78.4867,83,65,27,342,8,79,2026-04-02 08:18:08.510305
Hyderabad,17.385,78.4867,28,120,17,138,22,39,2026-04-02 07:18:08.510312
Hyderabad,17.385,78.4867,57,92,46,301,11,69,2026-04-02 06:18:08.510319
Hyderabad,17.385,78.4867,87,141,30,257,20,17,2026-04-02 05:18:08.510328
Hyderabad,17.385,78.4867,86,51,5,286,6,69,2026-04-02 04:18:08.510335
Hyderabad,17.385,78.4867,87,34,25,194,5,19,2026-04-02 03:18:08.510342
Hyderabad,17.385,78.4867,31,71,46,262,7,24,2026-04-02 02:18:08.510349
Hyderabad,17.385,78.4867,54,89,29,109,27,62,2026-04-02 01:18:08.510356
Hyderabad,17.385,78.4867,100,92,11,329,2,71,2026-04-02 00:18:08.510365
Hyderabad,17.385,78.4867,70,44,28,303,28,49,2026-04-01 23:18:08.510373
Hyderabad,17.385,78.4867,108,146,7,347,21,66,2026-04-01 22:18:08.510380
Hyderabad,17.385,78.4867,59,52,43,260,7,58,2026-04-01 21:18:08.510387
Hyderabad,17.385,78.4867,112,82,45,193,9,78,2026-04-01 20:18:08.510394
Hyderabad,17.385,78.4867,33,79,41,167,27,68,2026-04-01 19:18:08.510401
Hyderabad,17.385,78.4867,99,130,9,304,12,38,2026-04-01 18:18:08.510408
Hyderabad,17.385,78.4867,108,50,30,330,25,23,2026-04-01 17:18:08.510415
Hyderabad,17.385,78.4867,113,126,26,100,13,68,2026-04-01 16:18:08.510422
Hyderabad,17.385,78.4867,76,53,42,355,30,78,2026-04-01 15:18:08.510465
Hyderabad,17.385,78.4867,67,144,19,357,18,32,2026-04-01 14:18:08.510480
Hyderabad,17.385,78.4867,120,140,6,294,4,28,2026-04-01 13:18:08.510486
Hyderabad,17.385,78.4867,102,102,38,138,11,29,2026-04-01 12:18:08.510492
Hyderabad,17.385,78.4867,94,94,46,198,29,10,2026-04-01 11:18:08.510500
Hyderabad,17.385,78.4867,93,150,44,185,15,18,2026-04-01 10:18:08.510506
Hyderabad,17.385,78.4867,84,77,30,212,30,60,2026-04-01 09:18:08.510514
Hyderabad,17.385,78.4867,51,72,35,102,13,65,2026-04-01 08:18:08.510521
Hyderabad,17.385,78.4867,110,72,49,115,11,71,2026-04-01 07:18:08.510527
Hyderabad,17.385,78.4867,86,76,26,141,13,37,2026-04-01 06:18:08.510535
Hyderabad,17.385,78.4867,66,77,32,220,8,38,2026-04-01 05:18:08.510541
Hyderabad,17.385,78.4867,24,108,14,368,29,22,2026-04-01 04:18:08.510547
Hyderabad,17.385,78.4867,40,47,39,195,7,65,2026-04-01 03:18:08.510553
Hyderabad,17.385,78.4867,81,76,6,379,3,47,2026-04-01 02:18:08.510581
Hyderabad,17.385,78.4867,84,60,14,266,22,56,2026-04-01 01:18:08.510589
Hyderabad,17.385,78.4867,27,38,19,211,13,72,2026-04-01 00:18:08.510594
Hyderabad,17.385,78.4867,34,71,14,232,24,34,2026-03-31 23:18:08.510599
Hyderabad,17.385,78.4867,101,48,41,265,6,41,2026-03-31 22:18:08.510605
Hyderabad,17.385,78.4867,51,116,46,194,6,24,2026-03-31 21:18:08.510611
Hyderabad,17.385,78.4867,51,100,26,276,25,57,2026-03-31 20:18:08.510616
Hyderabad,17.385,78.4867,107,129,46,153,23,37,2026-03-31 19:18:08.510621
Hyderabad,17.385,78.4867,59,105,35,100,14,13,2026-03-31 18:18:08.510628
Hyderabad,17.385,78.4867,49,52,15,142,14,53,2026-03-31 17:18:08.510634
Hyderabad,17.385,78.4867,88,41,21,321,8,52,2026-03-31 16:18:08.510639
Hyderabad,17.385,78.4867,79,30,27,393,20,44,2026-03-31 15:18:08.510644
Hyderabad,17.385,78.4867,117,97,25,272,21,68,2026-03-31 14:18:08.510651
Hyderabad,17.385,78.4867,66,60,15,141,9,63,2026-03-31 13:18:08.510658
Hyderabad,17.385,78.4867,94,144,25,284,13,67,2026-03-31 12:18:08.510663
Hyderabad,17.385,78.4867,51,119,24,347,3,32,2026-03-31 11:18:08.510669
Hyderabad,17.385,78.4867,116,122,33,347,5,44,2026-03-31 10:18:08.510674
Hyderabad,17.385,78.4867,47,100,24,359,25,64,2026-03-31 09:18:08.510680
Hyderabad,17.385,78.4867,96,84,13,366,30,60,2026-03-31 08:18:08.510686
Hyderabad,17.385,78.4867,58,47,41,352,24,26,2026-03-31 07:18:08.510691
Hyderabad,17.385,78.4867,32,134,14,265,22,45,2026-03-31 06:18:08.510697
Hyderabad,17.385,78.4867,23,147,7,351,20,78,2026-03-31 05:18:08.510703
Hyderabad,17.385,78.4867,91,147,40,337,18,39,2026-03-31 04:18:08.510743
Hyderabad,17.385,78.4867,99,106,43,370,2,27,2026-03-31 03:18:08.510757
Hyderabad,17.385,78.4867,63,52,11,216,4,41,2026-03-31 02:18:08.510765
Hyderabad,17.385,78.4867,56,97,15,184,25,35,2026-03-31 01:18:08.510771
Hyderabad,17.385,78.4867,68,142,43,321,21,38,2026-03-31 00:18:08.510778
Hyderabad,17.385,78.4867,35,63,6,265,29,30,2026-03-30 23:18:08.510785
Hyderabad,17.385,78.4867,89,32,8,111,3,68,2026-03-30 22:18:08.510792
Hyderabad,17.385,78.4867,49,131,15,223,16,49,2026-03-30 21:18:08.510799
Hyderabad,17.385,78.4867,38,43,7,373,19,46,2026-03-30 20:18:08.510806
Hyderabad,17.385,78.4867,69,37,28,247,30,34,2026-03-30 19:18:08.510813
Hyderabad,17.385,78.4867,112,144,16,324,2,76,2026-03-30 18:18:08.510824
Hyderabad,17.385,78.4867,68,138,46,195,2,65,2026-03-30 17:18:08.510831
Hyderabad,17.385,78.4867,20,43,27,356,28,47,2026-03-30 16:18:08.510837
Hyderabad,17.385,78.4867,69,34,29,380,15,47,2026-03-30 15:18:08.510844
Hyderabad,17.385,78.4867,72,92,26,137,14,63,2026-03-30 14:18:08.510851
Hyderabad,17.385,78.4867,49,44,34,358,17,46,2026-03-30 13:18:08.510858
Hyderabad,17.385,78.4867,78,104,47,248,23,29,2026-03-30 12:18:08.510864
Hyderabad,17.385,78.4867,24,55,13,204,26,68,2026-03-30 11:18:08.510870
Hyderabad,17.385,78.4867,33,123,27,291,12,36,2026-03-30 10:18:08.510877
Hyderabad,17.385,78.4867,94,81,8,304,9,18,2026-03-30 09:18:08.510882
Hyderabad,17.385,78.4867,35,131,11,242,29,55,2026-03-30 08:18:08.510888
Hyderabad,17.385,78.4867,109,109,26,334,25,39,2026-03-30 07:18:08.510893
Hyderabad,17.385,78.4867,94,100,50,271,11,74,2026-03-30 06:18:08.510899
Hyderabad,17.385,78.4867,53,77,36,154,23,60,2026-03-30 05:18:08.510905
Hyderabad,17.385,78.4867,73,108,30,378,17,44,2026-03-30 04:18:08.510912
Hyderabad,17.385,78.4867,78,84,35,377,22,43,2026-03-30 03:18:08.510919
Hyderabad,17.385,78.4867,64,100,23,247,22,29,2026-03-30 02:18:08.510925
Hyderabad,17.385,78.4867,56,44,23,316,12,15,2026-03-30 01:18:08.510932
Hyderabad,17.385,78.4867,80,109,39,115,21,51,2026-03-30 00:18:08.510938
Hyderabad,17.385,78.4867,34,131,47,136,23,56,2026-03-29 23:18:08.510947
Hyderabad,17.385,78.4867,22,55,32,177,6,67,2026-03-29 22:18:08.510953
Hyderabad,17.385,78.4867,116,117,21,204,29,20,2026-03-29 21:18:08.510960
Hyderabad,17.385,78.4867,35,129,22,363,23,21,2026-03-29 20:18:08.510967
Hyderabad,17.385,78.4867,99,116,43,391,25,45,2026-03-29 19:18:08.510974
Hyderabad,17.385,78.4867,26,33,38,370,19,39,2026-03-29 18:18:08.510981
Hyderabad,17.385,78.4867,101,79,9,290,27,53,2026-03-29 17:18:08.510988
Hyderabad,17.385,78.4867,34,60,39,303,9,11,2026-03-29 16:18:08.510995
Hyderabad,17.385,78.4867,40,82,46,375,9,65,2026-03-29 15:18:08.511001
Hyderabad,17.385,78.4867,67,32,25,285,11,61,2026-03-29 14:18:08.511008
Hyderabad,17.385,78.4867,39,76,32,222,15,76,2026-03-29 13:18:08.511014
Hyderabad,17.385,78.4867,23,93,35,166,23,38,2026-03-29 12:18:08.511021
Hyderabad,17.385,78.4867,49,61,37,309,3,41,2026-03-29 11:18:08.511028
Hyderabad,17.385,78.4867,114,55,39,277,22,42,2026-03-29 10:18:08.511035
Hyderabad,17.385,78.4867,37,125,13,202,15,71,2026-03-29 09:18:08.511041
Hyderabad,17.385,78.4867,114,83,23,128,28,22,2026-03-29 08:18:08.511047
Hyderabad,17.385,78.4867,27,71,12,111,22,56,2026-03-29 07:18:08.511051
Hyderabad,17.385,78.4867,84,95,7,220,15,50,2026-03-29 06:18:08.511056
Hyderabad,17.385,78.4867,108,98,16,103,28,45,2026-03-29 05:18:08.511061
Hyderabad,17.385,78.4867,22,138,48,235,4,52,2026-03-29 04:18:08.511068
Hyderabad,17.385,78.4867,72,105,19,299,3,17,2026-03-29 03:18:08.511076
Hyderabad,17.385,78.4867,57,43,45,160,26,50,2026-03-29 02:18:08.511082
Hyderabad,17.385,78.4867,22,117,23,151,8,36,2026-03-29 01:18:08.511091
Hyderabad,17.385,78.4867,79,136,36,355,11,15,2026-03-29 00:18:08.511097
Hyderabad,17.385,78.4867,104,83,14,349,6,59,2026-03-28 23:18:08.511104
Hyderabad,17.385,78.4867,88,44,47,189,30,13,2026-03-28 22:18:08.511110
Hyderabad,17.385,78.4867,55,39,43,223,18,64,2026-03-28 21:18:08.511118
Hyderabad,17.385,78.4867,98,145,49,138,4,12,2026-03-28 20:18:08.511124
Hyderabad,17.385,78.4867,37,99,25,217,22,13,2026-03-28 19:18:08.511131
Hyderabad,17.385,78.4867,27,128,48,367,30,33,2026-03-28 18:18:08.511138
Hyderabad,17.385,78.4867,33,101,49,221,25,66,2026-03-28 17:18:08.511145
Hyderabad,17.385,78.4867,96,69,22,217,11,44,2026-03-28 16:18:08.511152
Hyderabad,17.385,78.4867,92,87,48,170,18,75,2026-03-28 15:18:08.511158
Hyderabad,17.385,78.4867,98,141,24,161,11,70,2026-03-28 14:18:08.511165
Hyderabad,17.385,78.4867,53,147,48,111,10,71,2026-03-28 13:18:08.511172
Hyderabad,17.385,78.4867,65,128,41,264,29,76,2026-03-28 12:18:08.511179
Hyderabad,17.385,78.4867,52,76,32,110,24,13,2026-03-28 11:18:08.511185
Hyderabad,17.385,78.4867,86,115,47,135,11,64,2026-03-28 10:18:08.511192
Hyderabad,17.385,78.4867,72,134,19,290,10,23,2026-03-28 09:18:08.511198
Hyderabad,17.385,78.4867,41,42,47,260,18,13,2026-03-28 08:18:08.511206
Hyderabad,17.385,78.4867,97,73,42,362,8,49,2026-03-28 07:18:08.511212
Hyderabad,17.385,78.4867,76,114,40,188,28,69,2026-03-28 06:18:08.511218
Hyderabad,17.385,78.4867,61,78,27,322,27,52,2026-03-28 05:18:08.511224
Hyderabad,17.385,78.4867,88,146,15,117,30,71,2026-03-28 04:18:08.511230
Hyderabad,17.385,78.4867,106,125,33,282,23,13,2026-03-28 03:18:08.511237
Hyderabad,17.385,78.4867,33,51,26,323,16,11,2026-03-28 02:18:08.511246
Hyderabad,17.385,78.4867,84,82,15,395,5,68,2026-03-28 01:18:08.511253
Hyderabad,17.385,78.4867,94,31,12,332,26,25,2026-03-28 00:18:08.511260
Bangalore,12.9716,77.5946,37,60,44,201,24,33,2026-04-06 23:18:08.511268
Bangalore,12.9716,77.5946,53,116,15,288,11,50,2026-04-06 22:18:08.511275
Bangalore,12.9716,77.5946,23,86,33,190,10,11,2026-04-06 21:18:08.511282
Bangalore,12.9716,77.5946,44,143,30,383,6,17,2026-04-06 20:18:08.511289
Bangalore,12.9716,77.5946,57,139,6,302,18,65,2026-04-06 19:18:08.511296
Bangalore,12.9716,77.5946,59,50,10,343,15,14,2026-04-06 18:18:08.511302
Bangalore,12.9716,77.5946,116,112,47,300,3,37,2026-04-06 17:18:08.511310
Bangalore,12.9716,77.5946,115,131,31,198,15,35,2026-04-06 16:18:08.511316
Bangalore,12.9716,77.5946,96,41,23,353,28,77,2026-04-06 15:18:08.511323
Bangalore,12.9716,77.5946,40,53,5,231,14,28,2026-04-06 14:18:08.511330
Bangalore,12.9716,77.5946,81,108,26,301,11,69,2026-04-06 13:18:08.511336
Bangalore,12.9716,77.5946,43,76,12,348,8,15,2026-04-06 12:18:08.511345
Bangalore,12.9716,77.5946,114,130,44,373,30,29,2026-04-06 11:18:08.511352
Bangalore,12.9716,77.5946,73,100,41,367,26,77,2026-04-06 10:18:08.511357
Bangalore,12.9716,77.5946,49,41,33,382,17,72,2026-04-06 09:18:08.511364
Bangalore,12.9716,77.5946,71,61,9,379,18,42,2026-04-06 08:18:08.511369
Bangalore,12.9716,77.5946,118,139,36,306,29,64,2026-04-06 07:18:08.511374
Bangalore,12.9716,77.5946,29,48,40,335,23,76,2026-04-06 06:18:08.511380
Bangalore,12.9716,77.5946,21,100,10,120,24,32,2026-04-06 05:18:08.511386
Bangalore,12.9716,77.5946,107,126,21,310,3,80,2026-04-06 04:18:08.511393
Bangalore,12.9716,77.5946,22,55,24,336,22,66,2026-04-06 03:18:08.511399
Bangalore,12.9716,77.5946,89,56,30,316,17,69,2026-04-06 02:18:08.511406
Bangalore,12.9716,77.5946,81,33,49,198,12,20,2026-04-06 01:18:08.511413
Bangalore,12.9716,77.5946,50,44,37,355,15,77,2026-04-06 00:18:08.511420
Bangalore,12.9716,77.5946,46,147,43,140,18,11,2026-04-05 23:18:08.511426
Bangalore,12.9716,77.5946,49,74,39,394,28,29,2026-04-05 22:18:08.511433
Bangalore,12.9716,77.5946,84,56,6,100,7,78,2026-04-05 21:18:08.511440
Bangalore,12.9716,77.5946,73,112,27,170,6,14,2026-04-05 20:18:08.511447
Bangalore,12.9716,77.5946,115,43,23,397,10,42,2026-04-05 19:18:08.511454
Bangalore,12.9716,77.5946,67,137,41,270,4,21,2026-04-05 18:18:08.511461
Bangalore,12.9716,77.5946,24,85,44,154,12,34,2026-04-05 17:18:08.511469
Bangalore,12.9716,77.5946,102,96,36,337,22,34,2026-04-05 16:18:08.511476
Bangalore,12.9716,77.5946,34,86,39,390,7,33,2026-04-05 15:18:08.511483
